,observation_date,UnemploymentRate,GDP,CommLoans,CPIGrowthRate,FedFunds,MoneySupply,ProducerPriceIndex,RELoans,year,month,quarter
374,1991-03-01,6.8,1.1093249256694138,638.2928,0.1483679525222559,6.12,3327.3,116.2,854.2907,1991,3,Q1
375,1991-04-01,6.7,4.887124453277778,635.7611,0.148148148148129,5.91,3349.5,116.0,858.5403,1991,4,Q2
376,1991-05-01,6.9,4.268401876219531,631.0703,0.295857988165682,5.78,3330.3,116.5,861.9788,1991,5,Q2
377,1991-06-01,6.9,2.451476315682698,628.1952,0.294985250737484,5.9,3349.7,116.4,866.1254,1991,6,Q2
378,1991-07-01,6.8,1.9807850841880328,622.6579,0.147058823529393,5.82,3354.4,116.1,864.6953,1991,7,Q3
379,1991-08-01,6.9,0.5902530451629797,615.8168,0.293685756240824,5.66,3351.4,116.2,864.0423,1991,8,Q3
380,1991-09-01,6.9,1.8582565105303392,616.7396,0.439238653001466,5.45,3347.6,116.1,865.4474,1991,9,Q3
381,1991-10-01,7.0,0.7818859242573244,618.8955,0.145772594752206,5.21,3353.8,116.4,868.0981,1991,10,Q4
382,1991-11-01,7.0,1.7480177020909191,618.2401,0.291120815138284,4.81,3371.2,116.4,870.4257,1991,11,Q4
383,1991-12-01,7.3,2.3652321466271777,618.3621,0.0725689404934595,4.43,3386.4,115.9,870.7876,1991,12,Q4
384,1992-01-01,7.3,6.149843131654345,610.8545,0.145032632342278,4.03,3383.2,115.6,870.1207,1992,1,Q1
385,1992-02-01,7.4,6.199753587383128,609.2603,0.362056480810998,4.06,3390.1,116.0,870.3462,1992,2,Q1
386,1992-03-01,7.4,5.515599742300229,610.5367,0.5050505050505361,3.98,3404.8,116.1,871.2985,1992,3,Q1
387,1992-04-01,7.4,4.005192871585927,608.7587,0.143575017946859,3.73,3418.9,116.3,878.8562,1992,4,Q2
388,1992-05-01,7.6,2.9083472245889226,605.3502,0.143369175627241,3.82,3388.0,117.2,880.9238,1992,5,Q2
389,1992-06-01,7.8,3.763800314743812,602.7208,0.3579098067286961,3.76,3388.7,118.0,879.5056,1992,6,Q2
390,1992-07-01,7.7,4.84274753741067,598.8481,0.213980028530681,3.25,3393.2,117.9,878.8247,1992,7,Q3
391,1992-08-01,7.6,2.596219046008565,594.5844,0.284697508896798,3.3,3396.5,117.7,880.4345,1992,8,Q3
392,1992-09-01,7.6,5.260133428556112,594.7444,0.283889283179561,3.22,3401.2,118.0,884.0431,1992,9,Q3
393,1992-10-01,7.3,5.2872375462255565,594.7105,0.353857041755123,3.1,3418.7,118.1,888.1187,1992,10,Q4
394,1992-11-01,7.4,3.256661151987546,596.3976,0.141043723554302,3.09,3433.4,117.8,890.6699,1992,11,Q4
395,1992-12-01,7.4,1.8312050748349784,596.0031,-0.0704225352112772,2.92,3441.3,117.6,890.8834,1992,12,Q4
396,1993-01-01,7.3,-0.4337346866868117,593.2091,0.4933051444679279,3.02,3423.6,118.0,885.8091,1993,1,Q1
397,1993-02-01,7.1,-0.2146408265294366,593.4956,0.350631136044892,3.03,3400.7,118.4,884.0994,1993,2,Q1
398,1993-03-01,7.0,0.8412527260083249,594.4078,0.34940600978336,3.07,3410.5,118.7,886.0253,1993,3,Q1
399,1993-04-01,7.1,4.0783434233942275,590.0208,0.278551532033427,2.96,3430.4,119.3,890.1302,1993,4,Q2
400,1993-05-01,7.1,2.8750132667882027,591.2285,0.138888888888889,3.0,3425.0,119.7,896.5726,1993,5,Q2
401,1993-06-01,7.0,1.4200470435812824,591.8446,0.138696255201128,3.04,3439.5,119.5,902.1046,1993,6,Q2
402,1993-07-01,6.9,0.8176415349133883,587.601,0.0,3.06,3442.6,119.2,904.6751,1993,7,Q3
403,1993-08-01,6.8,1.8272214852645676,584.6127,0.2770083102493089,3.03,3440.9,118.7,907.7069,1993,8,Q3
404,1993-09-01,6.7,5.328131445095135,581.8573,0.207182320441981,3.09,3443.5,118.7,911.996,1993,9,Q3
405,1993-10-01,6.8,6.806926658238196,581.7561,0.413507925568557,2.99,3452.7,119.1,917.353,1993,10,Q4
406,1993-11-01,6.6,5.609192931478943,583.1517,0.0686341798215785,3.02,3474.7,119.0,923.0157,1993,11,Q4
407,1993-12-01,6.5,4.519053239974969,582.8848,0.0,2.96,3495.1,118.6,932.1616,1993,12,Q4
408,1994-01-01,6.6,1.990443059648241,585.5685,0.274348422496554,3.05,3480.1,119.1,930.0397,1994,1,Q1
409,1994-02-01,6.6,3.211229142245167,588.6758,0.34199726402188,3.25,3459.7,119.3,926.9809,1994,2,Q1
410,1994-03-01,6.5,7.713995194095159,597.8574,0.340831629175198,3.34,3477.2,119.7,927.4581,1994,3,Q1
411,1994-04-01,6.4,5.90208543454999,605.0496,0.135869565217392,3.56,3503.1,119.7,932.4176,1994,4,Q2
412,1994-05-01,6.1,4.667630037374401,608.3717,0.0678426051560472,4.01,3474.5,119.9,937.0955,1994,5,Q2
413,1994-06-01,6.1,2.79615031913298,610.4947,0.33898305084745,4.25,3477.4,120.5,943.9472,1994,6,Q2
414,1994-07-01,6.1,0.3757260393380255,615.957,0.270270270270271,4.26,3491.5,120.7,951.7214,1994,7,Q3
415,1994-08-01,6.0,2.970654593188834,618.2437,0.4043126684636139,4.47,3481.6,121.2,958.3951,1994,8,Q3
416,1994-09-01,5.9,3.650435971305484,621.3604,0.268456375838927,4.73,3476.8,121.0,966.801,1994,9,Q3
417,1994-10-01,5.8,5.580888703628671,629.5241,0.0669344042838109,4.76,3478.2,120.9,973.9983,1994,10,Q4
418,1994-11-01,5.6,5.093052997066749,637.2752,0.13377926421403,5.29,3491.8,121.5,981.8181,1994,11,Q4
419,1994-12-01,5.5,3.7878358789759217,642.6727,0.0,5.45,3507.8,121.9,991.6256,1994,12,Q4
420,1995-01-01,5.6,0.2598528121942545,652.7363,0.400801603206414,5.53,3495.3,122.9,997.9298,1995,1,Q1
421,1995-02-01,5.4,-0.5910767358452906,667.9365,0.3992015968063889,5.92,3474.9,123.5,1003.8502,1995,2,Q1
422,1995-03-01,5.4,0.5091614536170739,676.6338,0.331345261762749,5.98,3491.7,123.9,1008.5446,1995,3,Q1
423,1995-04-01,5.8,0.5189786799670637,682.8063,0.330250990752982,6.05,3522.4,124.6,1016.34,1995,4,Q2
424,1995-05-01,5.6,2.5765462210189263,690.2417,0.197498354180374,6.01,3506.7,124.9,1024.066,1995,5,Q2
425,1995-06-01,5.6,3.564118532265944,692.1632,0.197109067017092,6.0,3545.5,125.3,1033.8661,1995,6,Q2
426,1995-07-01,5.7,2.2126113930408993,697.2989,0.0,5.85,3569.7,125.3,1044.6327,1995,7,Q3
427,1995-08-01,5.7,5.247879885129295,697.5647,0.2622950819672139,5.74,3585.2,125.1,1050.7308,1995,8,Q3
428,1995-09-01,5.6,3.661717498690418,702.3079,0.196206671026807,5.8,3594.6,125.2,1056.8521,1995,9,Q3
429,1995-10-01,5.5,1.2937353923580657,704.6163,0.326370757180149,5.76,3602.3,125.3,1059.9774,1995,10,Q4
430,1995-11-01,5.6,2.5186866521066884,711.5602,-0.0650618087182741,5.8,3622.9,125.4,1064.9765,1995,11,Q4
431,1995-12-01,5.6,2.8878752150759506,714.2085,-0.0651041666666584,5.6,3653.3,125.7,1066.3158,1995,12,Q4
432,1996-01-01,5.6,0.0560740966846786,720.3786,0.586319218241036,5.56,3651.3,126.3,1070.0721,1996,1,Q1
433,1996-02-01,5.5,5.913728196671901,726.2534,0.3238341968912019,5.22,3647.5,126.2,1069.5359,1996,2,Q1
434,1996-03-01,5.5,6.559311920501694,730.2725,0.516462233699146,5.31,3694.0,126.4,1072.055,1996,3,Q1
435,1996-04-01,5.6,7.533518957362784,737.5891,0.385356454720635,5.22,3720.6,127.4,1075.5403,1996,4,Q2
436,1996-05-01,5.6,6.872126283554983,740.5124,0.191938579654503,5.24,3690.1,128.1,1077.4522,1996,5,Q2
437,1996-06-01,5.3,4.166943313750566,742.6982,0.0638569604086764,5.27,3721.0,128.0,1083.0304,1996,6,Q2
438,1996-07-01,5.5,1.8519590660890588,742.7408,0.191448627951509,5.4,3734.1,128.0,1080.7137,1996,7,Q3
439,1996-08-01,5.1,3.3290840783441222,741.4776,0.19108280254778,5.22,3741.6,128.3,1091.1147,1996,8,Q3
440,1996-09-01,5.2,4.75255133751266,755.0209,0.317863954227583,5.3,3744.2,128.2,1098.3514,1996,9,Q3
441,1996-10-01,5.2,4.826915040264205,764.9315,0.316856780735101,5.24,3758.7,128.0,1107.3145,1996,10,Q4
442,1996-11-01,5.4,4.534777266535213,771.394,0.1895135818066889,5.31,3797.2,128.2,1116.1125,1996,11,Q4
443,1996-12-01,5.4,0.8003681797037316,778.4343,0.0,5.29,3839.8,129.1,1127.5327,1996,12,Q4
444,1997-01-01,5.3,0.3616527956349333,781.1222,0.315258511979816,5.25,3839.5,129.7,1132.1863,1997,1,Q1
445,1997-02-01,5.2,4.8014115862010955,791.9474,0.314267756128231,5.19,3835.1,128.5,1133.3495,1997,2,Q1
446,1997-03-01,5.2,6.338837105249544,798.2926,0.250626566416041,5.39,3873.2,127.3,1142.3273,1997,3,Q1
447,1997-04-01,5.1,7.711030057804749,809.4824,0.124999999999984,5.51,3905.7,127.0,1156.6956,1997,4,Q2
448,1997-05-01,4.9,6.630887496545622,813.3899,-0.0624219725343241,5.5,3869.4,127.4,1167.8155,1997,5,Q2
449,1997-06-01,5.0,5.565774962699022,814.5937,0.124921923797643,5.56,3899.5,127.2,1181.3115,1997,6,Q2
450,1997-07-01,4.9,5.271127305921642,813.0479,0.124766063630677,5.52,3918.5,126.9,1190.1772,1997,7,Q3
451,1997-08-01,4.8,3.726989947369386,814.8431,0.186915887850476,5.54,3953.2,127.2,1198.7822,1997,8,Q3
452,1997-09-01,4.9,3.643642572679216,826.4716,0.248756218905457,5.54,3961.5,127.5,1210.525,1997,9,Q3
453,1997-10-01,4.7,2.926271406099614,833.4817,0.248138957816378,5.5,3977.2,127.8,1216.8515,1997,10,Q4
454,1997-11-01,4.6,3.609924513260171,839.5687,-0.061881188118804,5.52,4015.8,127.9,1223.4858,1997,11,Q4
455,1997-12-01,4.7,3.5998576634724015,845.8462,-0.12383900928791,5.5,4055.1,126.8,1225.9171,1997,12,Q4
456,1998-01-01,4.6,4.227279806882386,854.4371,0.185988840669536,5.56,4062.5,125.4,1227.2205,1998,1,Q1
457,1998-02-01,4.6,4.558865533376526,865.7589,0.185643564356445,5.51,4080.1,125.0,1236.0256,1998,2,Q1
458,1998-03-01,4.7,3.3324201113439096,868.5829,0.1852995676343349,5.49,4131.7,124.7,1246.8187,1998,3,Q1
459,1998-04-01,4.3,3.4365113764251127,869.8634,0.184956843403215,5.45,4174.6,124.9,1254.3683,1998,4,Q2
460,1998-05-01,4.4,4.2614078237980335,880.3609,0.184615384615393,5.49,4144.0,125.1,1255.7779,1998,5,Q2
461,1998-06-01,4.5,3.116363315615182,892.1138,0.1228501228501229,5.56,4174.6,124.8,1258.2012,1998,6,Q2
462,1998-07-01,4.5,4.091420418077296,893.0475,0.1226993865030519,5.54,4193.2,124.9,1265.1169,1998,7,Q3
463,1998-08-01,4.5,7.808806378836557,895.4415,0.12254901960786,5.55,4220.3,124.2,1274.395,1998,8,Q3
464,1998-09-01,4.6,6.677186263357546,908.9118,0.122399020807818,5.51,4254.4,123.8,1277.243,1998,9,Q3
465,1998-10-01,4.5,7.21876157098859,931.081,0.24449877750613,5.07,4291.4,124.0,1285.3074,1998,10,Q4
466,1998-11-01,4.4,5.169159653819645,941.9991,0.0,4.83,4345.9,123.6,1306.8243,1998,11,Q4
467,1998-12-01,4.4,4.306999072752876,940.1708,-0.0609756097561058,4.68,4399.6,122.8,1317.3062,1998,12,Q4
468,1999-01-01,4.3,3.146782475648271,936.6691,0.244051250762677,4.63,4409.5,122.9,1320.7727,1999,1,Q1
469,1999-02-01,4.4,4.0087607040371145,940.1176,0.121728545343868,4.76,4418.7,122.3,1318.9785,1999,2,Q1
470,1999-03-01,4.2,2.4133439279314763,946.9501,0.303951367781164,4.81,4455.6,122.6,1321.1179,1999,3,Q1
471,1999-04-01,4.3,2.8297593626824056,952.9272,0.7272727272727141,4.74,4501.4,123.6,1326.9637,1999,4,Q2
472,1999-05-01,4.2,4.305187447560518,947.2921,0.0,4.74,4464.1,124.7,1337.4576,1999,5,Q2
473,1999-06-01,4.3,3.9772321808866655,950.8006,0.0,4.76,4494.7,125.2,1343.5433,1999,6,Q2
474,1999-07-01,4.3,5.265503764422824,953.2766,0.300842358604085,4.99,4519.6,125.7,1353.3624,1999,7,Q3
475,1999-08-01,4.2,6.262706011042914,960.2613,0.2399520095980969,5.07,4539.4,126.9,1371.8349,1999,8,Q3
476,1999-09-01,4.2,6.857100330176518,971.3059,0.478755236385384,5.22,4553.1,128.0,1390.7791,1999,9,Q3
477,1999-10-01,4.1,8.943135178438249,977.675,0.178677784395466,5.2,4574.8,127.7,1413.0936,1999,10,Q4
478,1999-11-01,4.1,5.22154915937571,999.7367,0.0594530321046454,5.42,4610.2,128.3,1429.8947,1999,11,Q4
479,1999-12-01,4.0,1.3328509504900543,1002.0151,0.0,5.3,4664.5,127.8,1467.2083,1999,12,Q4
480,2000-01-01,4.0,-1.5402973277952894,1002.4454,0.297088532382659,5.45,4672.6,128.3,1485.1328,2000,1,Q1
481,2000-02-01,4.1,0.5755712648735907,1021.3223,0.5924170616113771,5.73,4674.4,129.8,1490.7678,2000,2,Q1
482,2000-03-01,4.0,8.602028141775298,1029.2104,0.8244994110718371,5.85,4736.0,130.8,1512.2699,2000,3,Q1
483,2000-04-01,3.8,10.803634978088422,1041.3789,0.058411214953279,6.02,4806.1,130.7,1534.3435,2000,4,Q2
484,2000-05-01,4.0,6.376116284364212,1058.218,0.116754232340923,6.27,4732.3,131.6,1560.8429,2000,5,Q2
485,2000-06-01,4.0,2.043825954334942,1063.6394,0.524781341107882,6.53,4757.7,133.8,1579.7148,2000,6,Q2
486,2000-07-01,4.0,-3.042228478893267,1062.9152,0.23201856148492,6.54,4773.9,133.7,1599.2157,2000,7,Q3
487,2000-08-01,4.1,-1.0082071597506397,1062.8728,0.0,6.5,4804.4,132.9,1615.3362,2000,8,Q3
488,2000-09-01,3.9,4.346019766060076,1068.5774,0.5208333333333119,6.52,4840.0,134.7,1627.3324,2000,9,Q3
489,2000-10-01,3.9,3.7663694522395534,1076.2505,0.1727115716753109,6.51,4853.9,135.4,1628.1265,2000,10,Q4
490,2000-11-01,3.9,2.075577635187946,1079.5047,0.0574712643678088,6.51,4882.0,135.0,1641.8589,2000,11,Q4
491,2000-12-01,3.9,-1.6926984892031802,1085.8334,-0.0574382538770748,6.4,4953.0,136.2,1646.2971,2000,12,Q4
492,2001-01-01,4.2,-3.3928688184124445,1092.6257,0.632183908045972,5.98,4979.0,140.0,1645.965,2001,1,Q1
493,2001-02-01,4.2,-1.4668984339808766,1099.4252,0.39977155910909,5.49,5008.0,137.4,1653.4572,2001,2,Q1
494,2001-03-01,4.3,2.588150720822438,1095.3238,0.2275312855517489,5.31,5098.3,135.9,1662.2295,2001,3,Q1
495,2001-04-01,4.4,4.218396141019472,1095.5755,0.3972758229285,4.8,5174.1,136.4,1674.2182,2001,4,Q2
496,2001-05-01,4.3,3.675914092006116,1090.9447,0.4522328999434579,4.21,5111.2,136.8,1690.8677,2001,5,Q2
497,2001-06-01,4.5,-1.2976339758473223,1073.1209,0.16882386043895,3.97,5160.6,135.5,1693.3104,2001,6,Q2
498,2001-07-01,4.6,-3.2864271975098527,1058.8788,-0.2808988764044881,3.77,5189.2,133.4,1700.9078,2001,7,Q3
499,2001-08-01,4.9,-1.986132998136526,1048.3954,0.0,3.65,5225.0,133.4,1705.21,2001,8,Q3
500,2001-09-01,5.0,-1.7066447850328652,1054.9491,0.450704225352114,3.07,5336.6,133.3,1717.7826,2001,9,Q3
501,2001-10-01,5.3,2.610682093213721,1041.8392,-0.33651149747618,2.49,5321.7,130.3,1721.9818,2001,10,Q4
502,2001-11-01,5.5,2.1366885998456633,1032.683,-0.168823860438935,2.09,5384.7,129.8,1747.9837,2001,11,Q4
503,2001-12-01,5.7,3.1829687433649037,1021.7855,-0.394588500563707,1.82,5465.0,128.1,1765.4254,2001,12,Q4
504,2002-01-01,5.7,4.0295779398636835,1010.8526,0.2263723825693279,1.73,5451.0,128.5,1759.5983,2002,1,Q1
505,2002-02-01,5.7,3.6308530566557287,1021.0308,0.395256916996071,1.74,5470.4,128.4,1764.3547,2002,2,Q1
506,2002-03-01,5.7,2.127824359172591,1014.8204,0.562429696287966,1.73,5519.2,129.8,1764.4286,2002,3,Q1
507,2002-04-01,5.9,2.574078899879294,1006.212,0.559284116331084,1.75,5533.4,130.8,1772.8266,2002,4,Q2
508,2002-05-01,5.8,1.929768729231785,997.3295,0.0,1.75,5499.8,130.8,1785.8934,2002,5,Q2
509,2002-06-01,5.8,2.506155538166821,985.0384,0.0556173526140231,1.75,5537.8,130.9,1810.4563,2002,6,Q2
510,2002-07-01,5.8,1.5179779747924926,972.4925,0.111172873818774,1.73,5578.7,131.2,1835.9543,2002,7,Q3
511,2002-08-01,5.7,1.597603590908336,966.892,0.333148250971684,1.74,5621.7,131.5,1868.5377,2002,8,Q3
512,2002-09-01,5.7,-0.0827068489578741,962.7299,0.16602102933039,1.75,5646.5,132.3,1906.8893,2002,9,Q3
513,2002-10-01,5.7,-0.3337927927852102,959.7806,0.165745856353599,1.75,5685.3,133.2,1954.2391,2002,10,Q4
514,2002-11-01,5.9,1.755992197824671,959.1448,0.0,1.34,5757.5,133.1,1991.7062,2002,11,Q4
515,2002-12-01,6.0,0.5173728801597695,957.4304,-0.220628792057364,1.24,5804.0,132.9,2017.2374,2002,12,Q4
516,2003-01-01,5.8,3.1762015634449376,949.3908,0.442233278054161,1.24,5793.5,135.3,2037.6071,2003,1,Q1
517,2003-02-01,5.9,1.8666752717436077,944.9444,0.770500825536602,1.26,5820.8,137.6,2063.5531,2003,2,Q1
518,2003-03-01,5.9,2.8416170663199005,939.7252,0.600764609502999,1.25,5882.1,141.2,2073.3835,2003,3,Q1
519,2003-04-01,6.0,2.349373568331071,940.263,-0.2171552660151869,1.26,5938.5,136.8,2094.6176,2003,4,Q2
520,2003-05-01,6.1,5.0838191043263095,929.3242,-0.163220892274219,1.26,5938.2,136.7,2125.4709,2003,5,Q2
521,2003-06-01,6.3,6.994518875761065,918.4493,0.108991825613079,1.22,5992.4,138.0,2143.9296,2003,6,Q2
522,2003-07-01,6.2,7.447165854989648,918.0266,0.1088731627653789,1.01,6035.3,137.7,2177.9192,2003,7,Q3
523,2003-08-01,6.1,5.920480853319658,905.5974,0.380641653072316,1.03,6091.8,138.0,2224.3492,2003,8,Q3
524,2003-09-01,6.1,6.123678670001819,897.1327,0.3250270855904669,1.01,6063.9,138.5,2242.3954,2003,9,Q3
525,2003-10-01,6.0,4.579414151173176,884.2881,-0.107991360691145,1.01,6048.3,139.3,2222.8406,2003,10,Q4
526,2003-11-01,5.8,3.825287080303874,880.5929,-0.2702702702702639,1.0,6077.0,138.9,2215.1611,2003,11,Q4
527,2003-12-01,5.7,1.9938402718082424,883.444,-0.108401084010841,0.98,6098.6,139.5,2214.0218,2003,12,Q4
528,2004-01-01,5.7,1.2251940687332203,875.8919,0.48833423765599,1.0,6058.9,141.4,2227.2603,2004,1,Q1
529,2004-02-01,5.6,2.4921316610775635,876.8264,0.5399568034557121,1.01,6089.0,142.1,2246.5467,2004,2,Q1
530,2004-03-01,5.8,3.864284485633953,870.79,0.644468313641263,1.0,6168.5,143.1,2276.4245,2004,3,Q1
531,2004-04-01,5.6,2.37986494130116,868.5807,0.320170757737461,1.0,6235.9,144.8,2329.5593,2004,4,Q2
532,2004-05-01,5.6,3.741187124231626,866.9749,0.585106382978719,1.0,6249.6,146.8,2377.5348,2004,5,Q2
533,2004-06-01,5.6,2.9550617935364287,869.94,0.317292437863566,1.03,6272.8,147.2,2404.0447,2004,6,Q2
534,2004-07-01,5.5,4.46084686420248,874.8297,-0.158144438587237,1.26,6279.1,147.4,2415.7929,2004,7,Q3
535,2004-08-01,5.4,3.7894886722438983,879.6647,0.0527983104540587,1.43,6300.9,148.0,2441.579,2004,8,Q3
536,2004-09-01,5.4,3.359476114903204,884.8778,0.211081794195252,1.61,6334.0,147.7,2474.2959,2004,9,Q3
537,2004-10-01,5.5,4.083734031431372,887.5591,0.526592943654557,1.76,6355.6,150.0,2506.0408,2004,10,Q4
538,2004-11-01,5.4,3.8868417610435424,896.8835,0.0523834468308086,1.93,6405.1,151.4,2539.1992,2004,11,Q4
539,2004-12-01,5.4,6.017086059943595,906.877,-0.366492146596853,2.16,6447.4,150.2,2558.1693,2004,12,Q4
540,2005-01-01,5.3,5.142936442447969,921.2617,0.2101944298475959,2.28,6404.1,150.9,2577.6778,2005,1,Q1
541,2005-02-01,5.4,3.7885791127974446,933.6356,0.576822233875206,2.5,6405.7,151.6,2599.0931,2005,2,Q1
542,2005-03-01,5.2,0.7794714270731595,946.6581,0.782064650677772,2.63,6464.9,153.7,2636.0575,2005,3,Q1
543,2005-04-01,5.2,1.924917488939831,962.1103,0.672529746508014,2.79,6508.3,155.0,2666.7128,2005,4,Q2
544,2005-05-01,5.1,1.3564653563122109,972.08,-0.1027749229187949,3.0,6459.8,154.3,2690.5723,2005,5,Q2
545,2005-06-01,5.0,3.865940141143579,975.4887,0.0514403292181004,3.04,6511.8,154.3,2729.7654,2005,6,Q2
546,2005-07-01,5.0,3.646026564164061,985.3175,0.462724935732656,3.26,6530.7,156.3,2784.9013,2005,7,Q3
547,2005-08-01,4.9,3.870956333703657,992.2647,0.5117707267144339,3.5,6555.0,157.6,2829.22,2005,8,Q3
548,2005-09-01,5.0,0.337802812397951,999.8397,1.22199592668025,3.62,6587.7,162.2,2853.1393,2005,9,Q3
549,2005-10-01,5.0,1.0647186768193688,1013.9806,0.201207243460752,3.78,6615.0,166.2,2879.6712,2005,10,Q4
550,2005-11-01,5.0,3.390881131385099,1022.696,-0.8032128514056259,4.0,6655.7,163.7,2906.2069,2005,11,Q4
551,2005-12-01,4.9,5.410270776623122,1037.2559,-0.40485829959513,4.16,6708.9,163.0,2929.6601,2005,12,Q4
552,2006-01-01,4.7,7.234580915022084,1049.0138,0.762195121951216,4.29,6707.1,164.3,2945.0594,2006,1,Q1
553,2006-02-01,4.8,4.689851498470836,1060.1331,0.20171457387795,4.49,6724.2,161.8,2966.3091,2006,2,Q1
554,2006-03-01,4.7,2.8159105480401174,1069.1643,0.55359838953198,4.59,6796.7,162.2,2984.6807,2006,3,Q1
555,2006-04-01,4.7,-0.1172913722234256,1088.181,0.8508508508508341,4.79,6860.1,164.3,3016.6105,2006,4,Q2
556,2006-05-01,4.6,-0.137166558560783,1106.4184,0.496277915632743,4.94,6798.4,165.8,3054.2649,2006,5,Q2
557,2006-06-01,4.6,-0.3739334351517542,1118.4547,0.1975308641975319,4.99,6852.1,166.1,3091.4024,2006,6,Q2
558,2006-07-01,4.7,-0.450206079223884,1124.0606,0.295712173484489,5.24,6873.6,166.8,3124.4861,2006,7,Q3
559,2006-08-01,4.7,2.129398370723394,1147.3077,0.196560196560197,5.25,6892.3,167.9,3134.8638,2006,8,Q3
560,2006-09-01,4.5,3.352135124406143,1150.9467,-0.490436488474757,5.25,6919.7,165.4,3164.4765,2006,9,Q3
561,2006-10-01,4.4,3.9731706539201266,1162.6095,-0.542138984721521,5.25,6962.5,162.2,3315.5353,2006,10,Q4
562,2006-11-01,4.5,3.549858641444253,1171.6304,-0.148662041625379,5.25,7024.9,164.6,3345.237,2006,11,Q4
563,2006-12-01,4.4,2.970815573803407,1184.578,0.148883374689833,5.24,7100.1,165.6,3374.2267,2006,12,Q4
564,2007-01-01,4.6,-1.085456852987389,1192.8212,0.305252725470763,5.25,7098.2,164.0,3393.5714,2007,1,Q1
565,2007-02-01,4.5,0.9383861286788152,1207.0272,0.5350367559876621,5.26,7109.7,166.8,3416.756,2007,2,Q1
566,2007-03-01,4.4,2.696711418135386,1216.1881,0.910569585108543,5.26,7207.6,169.3,3352.3991,2007,3,Q1
567,2007-04-01,4.5,2.4872271387086955,1229.1651,0.6496162686508891,5.25,7296.5,171.4,3379.0715,2007,4,Q2
568,2007-05-01,4.4,3.034994774029963,1247.3248,0.61107186747047,5.25,7241.0,173.3,3407.6326,2007,5,Q2
569,2007-06-01,4.6,2.0876758546122254,1262.6589,0.193797517660565,5.25,7285.1,173.8,3427.5488,2007,6,Q2
570,2007-07-01,4.7,1.3220158989399295,1272.5216,-0.0254377207802054,5.26,7287.9,175.1,3450.0151,2007,7,Q3
571,2007-08-01,4.6,2.937172862193833,1301.176,-0.183390222708711,5.02,7347.2,172.4,3473.1535,2007,8,Q3
572,2007-09-01,4.7,3.632491774671613,1350.7923,0.275590740535893,4.94,7367.6,173.5,3506.624,2007,9,Q3
573,2007-10-01,4.7,3.503060449131644,1377.5167,0.213919132812117,4.76,7378.6,174.7,3562.7335,2007,10,Q4
574,2007-11-01,4.7,1.9374759221340505,1397.4512,0.5939617873415811,4.49,7436.8,179.0,3593.8161,2007,11,Q4
575,2007-12-01,5.0,-2.04138244621955,1421.1636,-0.0670863129647814,4.24,7504.2,178.6,3602.8571,2007,12,Q4
576,2008-01-01,5.0,-3.2894316493724807,1441.0593,0.4970576472604689,3.94,7502.6,181.0,3614.2731,2008,1,Q1
577,2008-02-01,4.9,-2.3205852000735367,1451.4863,0.290411218495348,2.98,7585.2,182.7,3627.4068,2008,2,Q1
578,2008-03-01,5.1,1.2558055410688442,1471.5166,0.866821293098967,2.61,7719.2,187.9,3639.759,2008,3,Q1
579,2008-04-01,5.0,4.494215741747232,1492.2624,0.6064778389719561,2.28,7767.6,190.9,3651.055,2008,4,Q2
580,2008-05-01,5.4,3.242084594861792,1494.7865,0.8420886031756311,1.98,7709.1,196.6,3648.2978,2008,5,Q2
581,2008-06-01,5.6,1.216564532395253,1496.3269,1.0076996934894,2.0,7731.7,200.5,3636.7235,2008,6,Q2
582,2008-07-01,5.8,-1.8434255824659072,1499.902,0.525101112812213,2.01,7745.0,205.5,3629.3432,2008,7,Q3
583,2008-08-01,6.1,-4.964065581168695,1505.4028,-0.3991562255641739,2.0,7742.7,199.0,3631.9052,2008,8,Q3
584,2008-09-01,6.1,-9.176775723877444,1532.3119,-0.1383018540664549,1.81,7815.6,196.9,3669.4764,2008,9,Q3
585,2008-10-01,6.5,-9.047974013315075,1589.8842,-1.01013332845789,0.97,7922.1,186.4,3829.0872,2008,10,Q4
586,2008-11-01,6.8,-10.833685644054952,1580.8279,-1.9152895328595805,0.39,8012.5,176.8,3833.1313,2008,11,Q4
587,2008-12-01,7.3,-7.54152471313398,1563.6059,-1.03424738142875,0.16,8231.5,170.9,3825.4368,2008,12,Q4
588,2009-01-01,7.8,-4.206811656353296,1544.2795,0.435241737542101,0.15,8276.4,171.2,3803.7828,2009,1,Q1
589,2009-02-01,8.3,-0.1879827263671742,1534.7816,0.4972933035904749,0.22,8305.2,169.3,3825.1684,2009,2,Q1
590,2009-03-01,8.7,-2.178462649220277,1512.5286,0.24317484554154,0.18,8441.1,168.1,3820.1286,2009,3,Q1
591,2009-04-01,9.0,-0.5320371987767412,1493.1416,0.2496368277787989,0.15,8441.5,169.1,3832.1862,2009,4,Q2
592,2009-05-01,9.4,-0.1250536029105542,1472.9185,0.288876383417745,0.18,8428.6,170.8,3876.7436,2009,5,Q2
593,2009-06-01,9.5,-0.0644101927955556,1434.8055,0.8589892263953359,0.21,8441.3,174.1,3858.4673,2009,6,Q2
594,2009-07-01,9.5,1.320717790774122,1384.638,-0.158558692215323,0.16,8407.6,172.5,3835.5296,2009,7,Q3
